City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
93,badger,64.8,-147.5333,-32.88,69,75,0.0,US,1706310744
94,kununurra,-15.7667,128.7333,26.99,89,100,1.54,AU,1706310745
95,keflavik,64.0049,-22.5624,-1.05,100,75,7.72,IS,1706310745
96,yatou,37.15,122.3833,-2.15,67,22,3.09,CN,1706310745
97,chernyshevskiy,63.0128,112.4714,-43.33,100,53,1.1,RU,1706310746
98,gryazi,52.4966,39.9359,-4.1,99,100,0.89,RU,1706310746
99,la passe,45.5549,-0.8967,10.55,95,100,2.74,FR,1706310746
100,edinburgh of the seven seas,-37.0676,-12.3116,16.92,81,13,4.89,SH,1706310747
101,callao,-12.0667,-77.15,27.16,61,0,7.2,PE,1706310747
102,fayzabad,37.1166,70.58,3.73,61,100,4.01,AF,1706310747
103,erenhot,43.6475,111.9767,-18.94,92,10,1.81,CN,1706310748
104,minas de marcona,-15.2119,-75.1103,20.63,73,19,6.22,PE,1706310748
105,ende,-8.8432,121.6623,26.42,87,100,1.61,ID,1706310748
106,colonia,50.9333,6.95,4.98,78,40,1.54,DE,1706310749
107,polyarnyy,69.1989,33.4478,-9.07,95,100,5.52,RU,1706310749
108,mariental,-24.6333,17.9667,23.34,57,92,5.14,NA,1706310749
109,howard springs,-12.497,131.047,28.26,95,100,6.42,AU,1706310750
110,pisco,-13.7,-76.2167,25.03,78,0,8.23,PE,1706310750
111,mareeba,-17.0,145.4333,28.6,90,97,3.04,AU,1706310750
112,haiku-pauwela,20.9219,-156.3051,27.36,71,40,6.69,US,1706310751
113,papatowai,-46.5619,169.4708,17.52,53,27,7.05,NZ,1706310751
114,derzhavinsk,51.1,66.3167,-17.36,97,85,4.65,KZ,1706310751
115,bardai,11.65,7.2333,18.2,23,2,6.95,NG,1706310752
116,elliot lake,46.3834,-82.6331,0.63,97,100,1.55,CA,1706310752
117,sorong,-0.8833,131.25,27.04,81,65,3.3,ID,1706310752
118,port lincoln,-34.7333,135.8667,17.68,56,8,4.0,AU,1706310521
119,fale old settlement,-9.3852,-171.2468,29.85,67,99,5.3,TK,1706310753
120,bredasdorp,-34.5322,20.0403,20.61,80,96,2.39,ZA,1706310753
121,luza,60.6308,47.2512,-9.13,97,100,1.71,RU,1706310754
122,axim,4.8699,-2.2405,26.57,84,3,2.02,GH,1706310754
123,porto seguro,-16.4497,-39.0647,26.29,94,75,2.57,BR,1706310754
124,hawaiian paradise park,19.5933,-154.9731,28.83,70,0,6.17,US,1706310755
125,pizarro,4.9533,-77.366,27.39,86,89,1.5,CO,1706310755
126,qaqortoq,60.7167,-46.0333,-25.64,74,0,3.13,GL,1706310755
127,bannur,12.3308,76.8631,17.33,87,34,2.36,IN,1706310756
128,chima,30.6854,76.0863,8.36,43,86,3.34,IN,1706310756
129,lebu,-37.6167,-73.65,17.34,82,44,3.42,CL,1706310756
130,afaahiti,-17.75,-149.2833,27.81,79,64,4.15,PF,1706310757
131,itaguacu,-19.8019,-40.8556,24.16,97,100,1.06,BR,1706310757
132,scottburgh,-30.2867,30.7532,21.65,90,3,4.77,ZA,1706310758
133,nova sintra,14.8667,-24.7167,21.35,73,64,3.27,CV,1706310758
134,chui,-33.6971,-53.4616,20.82,73,0,4.41,UY,1706310497
135,tsivil'sk,55.8611,47.4664,-6.44,97,100,3.14,RU,1706310759
136,salinopolis,-0.6136,-47.3561,26.05,87,62,4.27,BR,1706310759
137,trevelin,-43.0858,-71.4639,23.84,37,2,4.07,AR,1706310759
138,georgetown,5.4112,100.3354,26.96,85,20,3.09,MY,1706309996
139,iqaluit,63.7506,-68.5145,-35.36,90,86,6.15,CA,1706310505
140,punta arenas,-53.15,-70.9167,15.06,55,0,13.89,CL,1706310535
141,tlacotepec,20.0667,-97.8667,21.65,66,17,1.43,MX,1706310760
142,kiunga,-6.1219,141.2906,26.63,88,75,1.08,PG,1706310761
143,ljusdal,61.8288,16.0913,-3.49,98,100,1.02,SE,1706310761
144,tura,25.5198,90.2201,10.59,52,4,1.23,IN,1706310761
145,ixtapa,20.7,-105.2,25.68,73,0,5.66,MX,1706310762
146,namibe,-15.1961,12.1522,25.48,78,84,1.63,AO,1706310762
147,nuku'alofa,-21.1333,-175.2,29.19,89,75,4.12,TO,1706310762
148,aasiaat,68.7098,-52.8699,-27.85,99,98,3.17,GL,1706310525
149,kone,-21.0595,164.8658,30.41,52,18,1.05,NC,1706310763
150,salalah,17.0151,54.0924,25.05,69,75,2.57,OM,1706310763
151,las cruces,32.3123,-106.7783,15.06,39,0,6.26,US,1706310489
152,amga,60.8953,131.9608,-24.84,100,100,0.41,RU,1706310764
153,sirte,31.2089,16.5887,16.23,70,41,3.38,LY,1706310764
154,port mathurin,-19.6833,63.4167,27.59,82,98,4.33,MU,1706310765
155,selfoss,63.9331,-20.9971,-3.31,70,95,11.05,IS,1706310765
156,enewetak,11.3474,162.3373,25.88,62,98,5.1,MH,1706310765
157,new norfolk,-42.7826,147.0587,18.72,61,56,5.91,AU,1706310766
158,kattivakkam,13.2167,80.3167,24.05,77,42,3.92,IN,1706310766
159,mata-utu,-13.2816,-176.1745,26.28,86,100,3.38,WF,1706310766
160,uturoa,-16.7333,-151.4333,28.24,74,34,2.65,PF,1706310510
161,codrington,-38.2667,141.9667,18.87,57,84,7.05,AU,1706310767
162,tomatlan,19.9333,-105.25,29.64,44,0,3.01,MX,1706310767
163,bilibino,68.0546,166.4372,-40.49,100,99,0.22,RU,1706310711
164,praia da vitoria,38.7333,-27.0667,17.64,97,100,7.31,PT,1706310768
165,baoying,33.2292,119.3092,0.25,57,73,0.65,CN,1706310769
166,taber,49.8167,-112.1518,4.81,66,23,4.84,CA,1706310762
167,butte,39.6499,-121.5677,14.44,72,75,1.54,US,1706310769
168,holualoa,19.6228,-155.9522,26.54,74,0,6.69,US,1706310770
169,queenstown,-31.8976,26.8753,21.76,50,82,1.05,ZA,1706310770
170,adigrat,14.277,39.462,13.76,81,99,0.76,ET,1706310770
171,uliastay,47.7417,96.8444,-20.56,54,5,3.0,MN,1706310771
172,debica,50.0515,21.4114,5.64,96,100,7.35,PL,1706310771
173,tiquipaya,-17.3382,-66.2189,15.54,64,31,3.58,BO,1706310772
174,beira,-19.8436,34.8389,24.62,82,0,2.66,MZ,1706310772
175,karema,-6.8205,30.4389,21.65,88,86,1.25,TZ,1706310772
176,wynyard,-41.0,145.7167,15.92,67,64,6.35,AU,1706310773
177,yeniseysk,58.4497,92.1703,-15.03,93,83,2.68,RU,1706310773
178,talnakh,69.4865,88.3972,-13.77,92,100,8.0,RU,1706310773
179,kavaratti,10.5669,72.642,26.9,68,61,3.22,IN,1706310774
180,shiraz,29.6036,52.5388,11.69,37,75,2.06,IR,1706310774
181,pekanbaru,0.5333,101.45,25.18,100,100,2.06,ID,1706310774
182,ulety,51.3572,112.4849,-19.77,93,10,1.61,RU,1706310775
183,senj,44.9894,14.9058,9.53,79,100,0.9,HR,1706310698
184,broome,42.2506,-75.833,8.17,91,100,4.63,US,1706310775
185,alamosa,37.4695,-105.87,1.99,64,100,2.06,US,1706310639
186,rongelap,11.1635,166.8941,26.06,58,94,4.32,MH,1706310776
187,merizo village,13.2658,144.6691,25.85,74,65,6.92,GU,1706310776
188,naze,28.3667,129.4833,12.35,67,89,3.6,JP,1706310777
189,fort irwin,35.2627,-116.6848,15.9,25,0,4.12,US,1706310777
190,vilyuysk,63.7553,121.6247,-40.0,100,92,1.79,RU,1706310777
191,alice springs,-23.7,133.8833,27.75,34,100,5.14,AU,1706310778
192,weno,7.4515,151.8468,27.09,76,100,5.97,FM,1706310778
193,udachny,66.4167,112.4,-40.39,100,59,1.63,RU,1706310779
194,korocha,50.8107,37.1953,0.4,99,100,0.43,RU,1706310779
195,kristiansund,63.1115,7.732,5.36,52,20,6.17,NO,1706310779
196,hermanus,-34.4187,19.2345,21.56,84,70,3.71,ZA,1706310731
197,khargone,21.8167,75.6,16.71,30,92,2.57,IN,1706310780
198,bel ombre,-4.6167,55.4167,27.81,75,9,1.82,SC,1706310780
199,mangai,-4.05,19.5333,22.75,86,77,0.55,CD,1706310781
200,zinjibar,13.1287,45.3807,24.01,77,16,2.7,YE,1706310781
201,taltal,-25.4,-70.4833,21.8,76,23,2.9,CL,1706310622
202,yuzhno-kurilsk,44.0306,145.8556,-2.01,85,99,10.24,RU,1706310782
203,buala,-8.145,159.5921,28.74,73,100,4.15,SB,1706310782
204,armenia,40.0,45.0,-4.17,80,100,2.64,AM,1706310782
205,kukmor,56.1855,50.8944,-5.8,94,100,5.2,RU,1706310783
206,miri,4.4148,114.0089,23.97,95,80,2.17,MY,1706310783
207,kirkwood,38.5834,-90.4068,6.77,91,100,2.57,US,1706310783
208,talara,-4.5772,-81.2719,27.42,74,0,7.72,PE,1706310784
209,santa cruz,-17.8,-63.1667,33.03,40,20,5.14,BO,1706310784
210,buka,40.8108,69.1986,-0.53,85,14,2.17,UZ,1706310784
211,hasaki,35.7333,140.8333,2.94,49,2,3.73,JP,1706310785
212,cabo san lucas,22.8909,-109.9124,27.61,55,0,2.68,MX,1706310720
213,ust-nera,64.5667,143.2,-41.16,98,61,0.34,RU,1706310785
214,north bend,43.4065,-124.2243,14.48,100,100,3.6,US,1706310786
215,camarinas,43.1311,-9.1817,11.07,77,100,3.1,ES,1706310786
216,metlili chaamba,32.2667,3.6333,14.62,31,0,1.54,DZ,1706310787
217,senillosa,-39.0,-68.4167,33.88,10,69,4.21,AR,1706310787
218,el jadid,33.2549,-8.506,14.89,84,100,2.76,MA,1706310788
219,pulsano,40.3821,17.3564,9.34,65,8,2.48,IT,1706310788
220,katsuren-haebaru,26.3369,127.8719,17.43,69,100,2.06,JP,1706310788
221,karmaskaly,54.3709,56.1837,-9.05,94,100,2.93,RU,1706310789
222,siwa oasis,29.2041,25.5195,16.46,55,98,5.37,EG,1706310789
223,kailua-kona,19.6406,-155.9956,28.61,74,0,6.69,US,1706310775
224,tsiombe,-25.3,45.4833,22.2,75,0,5.88,MG,1706310541
225,kenai,60.5544,-151.2583,-15.97,66,0,1.54,US,1706310782
226,linhares,-19.3911,-40.0722,23.6,97,100,1.3,BR,1706310790
227,baiquan,47.5833,126.0833,-23.93,100,90,0.39,CN,1706310791
228,banda aceh,5.5577,95.3222,25.88,84,100,2.56,ID,1706310791
229,maceio,-9.6658,-35.7353,27.69,83,0,3.6,BR,1706310792
230,puerto baquerizo moreno,-0.9,-89.6,25.94,84,57,4.31,EC,1706310557
231,nemuro,43.3236,145.575,-1.33,75,99,10.56,JP,1706310733
232,san juan,-31.5375,-68.5364,36.84,18,35,3.67,AR,1706310601
233,east london,-33.0153,27.9116,23.28,79,29,4.73,ZA,1706310793
234,taoudenni,22.6783,-3.9836,19.2,20,0,5.11,ML,1706310551
235,bijie,27.3125,105.2942,-1.96,88,100,2.08,CN,1706310793
236,dzhetygara,52.1908,61.2006,-18.73,95,74,2.43,KZ,1706310794
237,torbat-e jam,35.244,60.6225,7.84,76,100,0.64,IR,1706310794
238,kita,13.0349,-9.4895,23.52,15,0,2.74,ML,1706310795
239,shingu,33.7333,135.9833,2.63,76,4,3.04,JP,1706310513
240,banamba,13.55,-7.45,19.52,19,3,4.11,ML,1706310795
241,isahaya,32.8411,130.0431,2.42,86,12,0.7,JP,1706310796
242,bara uchana,29.4667,76.1667,8.97,23,84,2.68,IN,1706310796
243,beas de segura,38.2524,-2.8888,14.55,38,99,1.83,ES,1706310796
244,avarua,-21.2078,-159.775,28.03,89,75,4.12,CK,1706310797
245,northam,51.0333,-4.2167,4.78,87,69,4.15,GB,1706310797
246,argo,37.6333,22.7333,8.21,68,0,1.15,GR,1706310797
247,izki,22.9333,57.7667,15.6,86,100,0.29,OM,1706310798
248,beau vallon,-20.4189,57.6953,25.68,86,92,4.61,MU,1706310798
249,paka,4.6374,103.4368,24.58,90,51,4.35,MY,1706310798
250,floriano,-6.7669,-43.0225,24.22,96,100,3.38,BR,1706310799
251,wum,6.3833,10.0667,19.42,28,8,0.7,CM,1706310799
252,riachao,-7.3619,-46.6172,22.18,96,100,1.59,BR,1706310800
253,san antonio de pale,-1.4014,5.6325,27.25,80,4,1.81,GQ,1706310719
254,hamilton,39.1834,-84.5333,9.69,86,100,4.47,US,1706310424
255,lagoa,39.05,-27.9833,16.11,88,100,6.33,PT,1706310800
256,kapa'a,22.0752,-159.319,27.49,74,75,6.69,US,1706310801
257,constantia,44.1833,28.65,2.61,71,62,5.55,RO,1706310801
258,vegreville,53.5001,-112.0518,-4.42,89,13,2.43,CA,1706310802
259,natal,-5.795,-35.2094,28.36,74,40,4.12,BR,1706310802
260,vorkuta,67.5,64.0,-11.4,96,99,2.58,RU,1706310802
261,lerwick,60.1545,-1.1494,8.0,81,100,15.99,GB,1706310802
262,san julian,21.0167,-102.1667,22.97,16,0,6.64,MX,1706310803
263,sitka,57.0531,-135.33,8.94,66,100,9.26,US,1706310803
264,san fernando,15.0286,120.6898,19.6,84,66,2.55,PH,1706310803
265,belyy yar,53.6039,91.3903,-27.06,83,79,0.0,RU,1706310804
266,vadso,70.0744,29.7487,-2.91,74,75,8.75,NO,1706310804
267,camacari,-12.6975,-38.3242,26.87,98,100,3.7,BR,1706310541
268,lihue,21.9789,-159.3672,27.08,75,75,6.69,US,1706310767
269,chibougamau,49.9168,-74.3659,-2.99,96,100,0.76,CA,1706310805
270,palmas,-10.2128,-48.3603,23.93,100,40,1.54,BR,1706310805
271,mkushi,-13.6202,29.3939,17.86,96,92,1.57,ZM,1706310806
272,gejiu,23.306,103.1635,3.7,98,100,1.79,CN,1706310806
273,nkhotakota,-12.9274,34.2961,22.07,76,77,2.09,MW,1706310807
274,berdigestyakh,62.0989,126.6992,-26.38,97,100,3.52,RU,1706310807
275,lorengau,-2.0226,147.2712,28.73,77,63,1.8,PG,1706310807
276,sinop,41.7711,34.8709,1.27,93,100,2.31,TR,1706310808
277,xinyuan,37.3,99.0,-16.83,16,0,1.1,CN,1706310808
278,puerto ayacucho,5.6639,-67.6236,31.96,40,87,4.8,VE,1706310575
279,soavinandriana,-19.1667,46.7333,15.33,94,93,1.65,MG,1706310809
280,la libertad,-2.2333,-80.9,26.81,83,40,6.17,EC,1706310809
281,walvis bay,-22.9575,14.5053,19.49,78,7,3.34,NA,1706310631
282,egilsstadir,65.2653,-14.3948,-4.05,68,0,3.09,IS,1706310810
283,songling,31.1933,120.7176,1.15,55,43,1.01,CN,1706310810
284,susuman,62.7833,148.1667,-41.12,100,83,0.45,RU,1706310810
285,kingston,17.997,-76.7936,27.53,86,75,1.03,JM,1706310715
286,cockburn town,21.4612,-71.1419,24.98,73,40,6.17,TC,1706310811
287,fortuna,40.5982,-124.1573,16.66,74,100,8.23,US,1706310811
288,mahriz,31.5917,54.4318,9.56,55,44,3.73,IR,1706310812
289,ikalamavony,-21.15,46.5833,19.14,85,78,1.85,MG,1706310812
290,puerto deseado,-47.7503,-65.8938,24.34,36,8,13.27,AR,1706310812
291,kavieng,-2.5744,150.7967,28.21,73,95,0.48,PG,1706310813
292,hobyo,5.3505,48.5268,26.25,84,59,4.13,SO,1706310813
293,cukai,4.25,103.4167,23.99,92,57,3.76,MY,1706310813
294,fort bragg,35.139,-79.006,22.91,72,100,1.54,US,1706310814
295,ciudad tula,23.0,-99.7167,27.55,24,0,3.32,MX,1706310814
296,bestobe,52.4994,73.0975,-10.38,90,62,8.16,KZ,1706310814
297,margate,51.3813,1.3862,5.39,73,1,1.79,GB,1706310727
298,arraial do cabo,-22.9661,-42.0278,24.16,89,9,7.69,BR,1706310815
299,khandyga,62.6667,135.6,-27.11,92,100,1.43,RU,1706310815
300,fort mcmurray,56.7268,-111.381,-4.27,93,100,5.14,CA,1706310816
301,monte argentario,42.4345,11.1195,11.63,81,84,2.28,IT,1706310816
302,nevel',56.0209,29.9284,-7.5,99,98,0.41,RU,1706310816
303,saudarkrokur,65.7461,-19.6394,-6.91,82,24,6.34,IS,1706310817
304,kinwat,19.6333,78.2,18.08,32,66,1.43,IN,1706310817
305,sungai penuh,-2.0833,101.3833,18.58,97,92,1.41,ID,1706310817
306,tazacorte,28.629,-17.9293,21.75,27,0,2.57,ES,1706310818
307,robertsport,6.7533,-11.3686,27.92,85,1,4.07,LR,1706310818
308,sandnessjoen,66.0217,12.6316,4.29,70,82,9.56,NO,1706310819
309,orangeburg,33.4918,-80.8557,23.23,72,0,2.57,US,1706310819
310,inari,68.906,27.0288,-5.89,93,100,5.83,FI,1706310819
311,al mindak,20.1588,41.2834,13.78,92,99,4.26,SA,1706310522
312,clinton,42.587,-82.9199,5.18,92,100,3.6,US,1706310820
313,yeppoon,-23.1333,150.7333,29.88,71,100,4.72,AU,1706310820
314,tabou,4.423,-7.3528,27.12,83,2,2.99,CI,1706310821
315,nar'yan-mar,67.6713,53.087,-11.05,97,96,2.68,RU,1706310821
316,niafunke,15.9322,-3.9906,19.25,18,35,5.02,ML,1706310821
317,lashio,22.9333,97.75,9.73,97,46,0.55,MM,1706310822
318,rawson,-43.3002,-65.1023,30.43,36,100,5.91,AR,1706310643
319,pokachi,61.7198,75.3683,-15.37,93,99,1.83,RU,1706310822
320,madang,-5.2246,145.7966,27.07,87,100,0.5,PG,1706310823
321,zemio,5.0314,25.1361,23.94,27,17,2.37,CF,1706310823
322,touros,-5.1989,-35.4608,27.61,77,84,4.91,BR,1706310823
323,can-avid,11.9953,125.4472,23.74,77,100,6.94,PH,1706310823
324,panagyurishte,42.5,24.1833,1.35,86,11,3.05,BG,1706310824
325,conduaga,8.862,117.4893,24.55,77,67,1.98,PH,1706310824
326,mahina,-17.5065,-149.489,28.75,79,66,3.98,PF,1706310824
327,camargo,27.6667,-105.1667,24.53,7,0,8.56,MX,1706310825
328,juegang,32.3174,121.1855,0.72,61,3,1.51,CN,1706310825
329,manohar thana,24.24,76.8018,14.58,34,97,1.13,IN,1706310825
330,faya-largeau,17.9257,19.1043,15.75,31,89,8.89,TD,1706310826
331,burutu,5.3509,5.5076,25.95,65,23,1.89,NG,1706310826
332,strezhevoy,60.7333,77.5889,-11.69,96,100,2.24,RU,1706310826
